0x0	0xc
0x1a	0x2b
0x1815	0x182d
0x1868	0x1873
0x3a91	0x3ac1
0x40fb	0x4113
0x4198	0x41b0
0x457b	0x4599
0x2dcb0x1394	0x2de30x1394
0x269a0xdba	0x26a50xdba
0x25920xdba	0x25aa0xdba
0x10	0x1a
0x1d3	0x1df
0x104	0x110
0xa2	0xae
0x7c	0x88
0xde	0xea
0x171	0x17d
0x14b	0x157
0x1ad	0x1b9
0x2ad	0x2b9
0x24b	0x257
0x225	0x231
0x287	0x293
0x31a	0x326
0x2f4	0x300
0x36a	0x38e
0x38e	0x397
0x1713	0x1759
0x44d	0x463
0x467	0x475
0x479	0x496
0x49a	0x4e8
0x4ec	0x4fa
0x4fe	0x51b
0x17a0	0x17b1
0x603	0x62e
0x632	0x640
0x644	0x661
0x665	0x67e
0x682	0x690
0x694	0x6b1
0x6b5	0x6ce
0x6d2	0x6e0
0x6e4	0x701
0x1a39	0x1a4a
0x779	0x796
0x79a	0x7a8
0x7ac	0x7c9
0x90a	0x940
0x944	0x952
0x956	0x973
0x977	0x9c5
0x9c9	0x9d7
0x9db	0x9f8
0xacb	0xae1
0xae5	0xaf3
0xaf7	0xb14
0xcb6	0xce1
0xb70	0xb9f
0xba3	0xbb1
0xbb5	0xbd2
0xbd6	0xc3c
0xc4	0xcf
0xc40	0xc4e
0xc52	0xc6f
0x20ad	0x20c6
0xcf9	0xd0d
0xce1	0xcea
0x24bc	0x2502
0xdfe	0xe29
0xe2d	0xe3b
0xe3f	0xe5c
0x273b	0x274c
0xf10	0xf46
0xf4a	0xf58
0xf5c	0xf79
0xf7d	0xfcb
0xfcf	0xfdd
0xfe1	0xffe
0x107e	0x109b
0x109f	0x10ad
0x10b1	0x10ce
0x10d2	0x1120
0x1124	0x1132
0x1136	0x1153
0x2ad0	0x2aed0x2ad0
0x123e	0x1269
0x126d	0x127b
0x127f	0x129c
0x12a0	0x12ee
0x12f2	0x1300
0x1304	0x1321
0x13d0	0x13e6
0x13ea	0x13f8
0x13fc	0x1419
0x14d5	0x1500
0x1504	0x1512
0x1516	0x1533
0x1537	0x1585
0x1589	0x1597
0x159b	0x15b8
0x161b	0x1638
0x163c	0x164a
0x164e	0x166b
0x17b9	0x17bf
0x17c7	0x17cc
0x1802	0x1815
0x1860	0x1868
0x32e5	0x32f4
0x18e1	0x18e6
0x33d1	0x33e0
0x1a80	0x1a8f
0x3617	0x3697
0x3a85	0x3a91
0x3b1c	0x3b9c
0x1ca6	0x1cbf
0x1d13	0x1d22
0x1e39	0x1e48
