0x2d	0x79
0x37	0x3f
0x41	0x48
0x68	0x70
0x72	0x428
0x7a	0x81
0x85	0x8c
0x8d	0x296
0x2ad	0x2b5
0x46c	0x472
0x46e	0x475
0x470	0x478
0x221V0x70	0x22aB0x70
0xd5V0x70	0xddB0x70
0xe4V0x70	0xf1B0x70
0xffV0x70	0x107B0x70
0x117V0x70	0x15fB0x70
0x160V0x70	0x168B0x70
0x164V0x70	0x2baB0x70
0x2bbV0x70	0x2c3B0x70
0x2bfV0x70	0x2faB0x70
0x200V0x70	0x225B0x70
0x1abV0x70	0x1c5B0x70
0x231V0x70	0x26bB0x70
0x2fbV0x70	0x303B0x70
0x2ffV0x70	0x362B0x70
0x304V0x70	0x33eB0x70
0x1c1V0x70	0x1a6B0x70
0x96V0x3f	0x9dB0x3f
