[0x00000000, nil]
[0xf4799425, nil]
[0x6f307dc3, nil]
[0xa9059cbb, nil]
[0xcdc39b0a, nil]
[0xeb6a0005, nil]
[0x26232a2e, nil]
[0x3d68175c, nil]
[0x5aa6e675, nil]
[0x8e2d2a2d, nil]
[0x9d16acfd, nil]
[0xb8dc491b, nil]
[0xc80447a, nil]
[0x232a3060, nil]
[0x36efd16f, nil]
[0x8406c079, nil]
[0xf8806a13, nil]
[0x10c5e45, nil]
[0x70a08231, nil]
[0xb161dd4e, nil]
[0xd0194ed6, nil]
[0xec18154e, nil]
[0x291b6bde, nil]
[0x4fa5d854, nil]
[0x6209ec2d, nil]
[0x9550b51c, nil]
[0xa267526b, nil]
[0xbdc8144b, nil]
[0x12e8e2c3, nil]
[0x238efcbc, nil]
[0x39509351, nil]
[0x8a2320ba, nil]
[0xfa34d611, nil]
[0x6fdde03, nil]
[0x738b62e5, nil]
[0xb2561263, nil]
[0xd7cd647a, nil]
[0xecf70858, nil]
[0x2e1a7d4d, nil]
[0x53ceb01c, nil]
[0x6548e9bc, nil]
[0x95d89b41, nil]
[0xa457c2d7, nil]
[0xcc8432df, nil]
[0x175188e8, nil]
[0x23b872dd, nil]
[0x39ebf823, nil]
[0x8cb1d67f, nil]
[0xfc84c390, nil]
[0x95ea7b3, nil]
[0x74a00f8e, nil]
[0xb6b55f25, nil]
[0xdd62ed3e, nil]
[0xf05f50c1, nil]
[0x313ce567, nil]
[0x55d202a6, nil]
[0x9a508c8e, nil]
[0x18160ddd, nil]
[0xb6b55f25, [0x46d8, nil]]
[0xcdc39b0a, [0x697, nil]]
[0x95d89b41, [0x3b9, nil]]
[0x6fdde03, [0x3b9, nil]]
[0x18160ddd, [0x39b, nil]]
[0x95d89b41, [0x482f, [0x3b9, nil]]]
[0x6fdde03, [0x482f, [0x3b9, nil]]]
[0x8406c079, [0x517, nil]]
[0x5aa6e675, [0x517, nil]]
[0x6f307dc3, [0x517, nil]]
[0xb161dd4e, [0x39b, nil]]
[0x26232a2e, [0x39b, nil]]
[0x6209ec2d, [0x517, nil]]
[0x8a2320ba, [0x39b, nil]]
[0xa267526b, [0x517, nil]]
[0xecf70858, [0x39b, nil]]
[0x53ceb01c, [0x39b, nil]]
[0xf05f50c1, [0x39b, nil]]
[0x70a08231, [0x39b, nil]]
[0x313ce567, [0x48d, nil]]
[0x39ebf823, [0x4d3, nil]]
[0xf8806a13, [0x72e, nil]]
[0xb6b55f25, [0x1948, [0x46d8, nil]]]
[0x3d68175c, [0x39b, nil]]
[0xdd62ed3e, [0x39b, nil]]
[0x8cb1d67f, [0x39b, nil]]
[0x9d16acfd, [0x5e1, nil]]
[0x95ea7b3, [0x3d9, nil]]
[0xec18154e, [0x39b, nil]]
[0xa9059cbb, [0x3d9, nil]]
[0x39509351, [0x3d9, nil]]
[0xa457c2d7, [0x3d9, nil]]
[0x23b872dd, [0x3d9, nil]]
[0x10c5e45, [0x39b, nil]]
[0xb6b55f25, [0x2b28, [0x1948, [0x46d8, nil]]]]
[0xb6b55f25, [0x1953, [0x46d8, nil]]]
[0xf4799425, [0x708, nil]]
[0x6f307dc3, [0x53f, nil]]
[0xa9059cbb, [0x615, nil]]
[0xcdc39b0a, [0x68f, nil]]
[0xeb6a0005, [0x6dd, nil]]
[0x26232a2e, [0x457, nil]]
[0x3d68175c, [0x4e4, nil]]
[0x5aa6e675, [0x50f, nil]]
[0x8e2d2a2d, [0x5a3, nil]]
[0x9d16acfd, [0x5d9, nil]]
[0xb8dc491b, [0x656, nil]]
[0xc80447a, [0x3e6, nil]]
[0x232a3060, [0x429, nil]]
[0x36efd16f, [0x49a, nil]]
[0x8406c079, [0x580, nil]]
[0xf8806a13, [0x71b, nil]]
[0x10c5e45, [0x388, nil]]
[0x70a08231, [0x547, nil]]
[0xb161dd4e, [0x628, nil]]
[0xd0194ed6, [0x6a4, nil]]
[0xec18154e, [0x6f0, nil]]
[0x291b6bde, [0x45f, nil]]
[0x4fa5d854, [0x4ec, nil]]
[0x6209ec2d, [0x524, nil]]
[0x9550b51c, [0x5b6, nil]]
[0xa267526b, [0x5ef, nil]]
[0xbdc8144b, [0x669, nil]]
[0x12e8e2c3, [0x3fb, nil]]
[0x238efcbc, [0x43c, nil]]
[0x39509351, [0x4ad, nil]]
[0x8a2320ba, [0x588, nil]]
[0xfa34d611, [0x73b, nil]]
[0x6fdde03, [0x3b1, nil]]
[0x738b62e5, [0x55a, nil]]
[0xb2561263, [0x630, nil]]
[0xd7cd647a, [0x6b7, nil]]
[0xecf70858, [0x6f8, nil]]
[0x2e1a7d4d, [0x472, nil]]
[0x53ceb01c, [0x4f4, nil]]
[0x6548e9bc, [0x52c, nil]]
[0x95d89b41, [0x5c9, nil]]
[0xa457c2d7, [0x602, nil]]
[0xcc8432df, [0x67c, nil]]
[0xf4799425, [0x4488, [0x708, nil]]]
[0x175188e8, [0x40e, nil]]
[0x23b872dd, [0x444, nil]]
[0x39ebf823, [0x4c0, nil]]
[0x8cb1d67f, [0x590, nil]]
[0xfc84c390, [0x74e, nil]]
[0x6f307dc3, [0x133f, [0x53f, nil]]]
[0xa9059cbb, [0x45bf, [0x615, nil]]]
[0x95ea7b3, [0x3c6, nil]]
[0x74a00f8e, [0x56d, nil]]
[0xb6b55f25, [0x643, nil]]
[0xdd62ed3e, [0x6ca, nil]]
[0xf05f50c1, [0x700, nil]]
[0x26232a2e, [0xcd9, [0x457, nil]]]
[0x3d68175c, [0x111f, [0x4e4, nil]]]
[0x5aa6e675, [0x12f3, [0x50f, nil]]]
[0x8e2d2a2d, [0x46a0, [0x5a3, nil]]]
[0x9d16acfd, [0x17a4, [0x5d9, nil]]]
[0xb8dc491b, [0x44c1, [0x656, nil]]]
[0x313ce567, [0x485, nil]]
[0x55d202a6, [0x4fc, nil]]
[0x9a508c8e, [0x5d1, nil]]
[0xc80447a, [0x4488, [0x3e6, nil]]]
[0x232a3060, [0x4488, [0x429, nil]]]
[0x36efd16f, [0x4709, [0x49a, nil]]]
[0x8406c079, [0x1535, [0x580, nil]]]
[0xf8806a13, [0x4488, [0x71b, nil]]]
[0x18160ddd, [0x421, nil]]
[0x70a08231, [0x4488, [0x547, nil]]]
[0xb161dd4e, [0x1893, [0x628, nil]]]
[0xd0194ed6, [0x45bf, [0x6a4, nil]]]
[0xec18154e, [0x1e5e, [0x6f0, nil]]]
[0x4fa5d854, [0x1135, [0x4ec, nil]]]
[0x4fa5d854, [0x114c, [0x4ec, nil]]]
[0x6209ec2d, [0x12fd, [0x524, nil]]]
[0x9550b51c, [0x4626, [0x5b6, nil]]]
[0xeb6a0005, [0x46d8, [0x6dd, nil]]]
[0x238efcbc, [0xbd1, [0x43c, nil]]]
[0x39509351, [0x45bf, [0x4ad, nil]]]
[0x8a2320ba, [0x153f, [0x588, nil]]]
[0xfa34d611, [0x45ec, [0x73b, nil]]]
[0x738b62e5, [0x46a0, [0x55a, nil]]]
[0xb2561263, [0x4488, [0x630, nil]]]
[0xecf70858, [0x1e68, [0x6f8, nil]]]
[0x53ceb01c, [0x125c, [0x4f4, nil]]]
[0x6548e9bc, [0x4488, [0x52c, nil]]]
[0xa457c2d7, [0x45bf, [0x602, nil]]]
[0xcc8432df, [0x45bf, [0x67c, nil]]]
[0x10c5e45, [0x46d8, [0x388, nil]]]
[0x175188e8, [0x4488, [0x40e, nil]]]
[0x23b872dd, [0x4581, [0x444, nil]]]
[0x39ebf823, [0x4488, [0x4c0, nil]]]
[0x8cb1d67f, [0x4488, [0x590, nil]]]
[0x6f307dc3, [0x291e, [0x133f, [0x53f, nil]]]]
[0x291b6bde, [0x46d8, [0x45f, nil]]]
[0xa267526b, [0x46d8, [0x5ef, nil]]]
[0xbdc8144b, [0x46d8, [0x669, nil]]]
[0x95ea7b3, [0x45bf, [0x3c6, nil]]]
[0x74a00f8e, [0x44fc, [0x56d, nil]]]
[0xdd62ed3e, [0x44c1, [0x6ca, nil]]]
[0xf05f50c1, [0x1e72, [0x700, nil]]]
[0x26232a2e, [0x26b5, [0xcd9, [0x457, nil]]]]
[0x3d68175c, [0x2b61, [0x111f, [0x4e4, nil]]]]
[0x5aa6e675, [0x2307, [0x12f3, [0x50f, nil]]]]
[0x9d16acfd, [0x3d46, [0x17a4, [0x5d9, nil]]]]
[0x12e8e2c3, [0x46d8, [0x3fb, nil]]]
