0x0	__function_selector__
0x15d	transferGuardian(address)
0x172	oraclePayment()
0x190	getOffChainAssetsValueByTokenId(uint256)
0x1a3	fulfillGetOffChainAssetsValueRequest(bytes32,uint256)
0x1b6	offChainAssetsValueJobId()
0x1be	addSupportedAssetTypeByTokenId(uint256,string)
0x1d1	initialize(address,address,address,uint256,uint256,bytes32)
0x1e4	setOraclePayment(uint256)
0x1f7	submitGetOffChainAssetsValueRequest(address)
0x20a	guardian()
0x21f	deposit(address,uint256)
0x232	initialize(address,address)
0x245	removeSupportedAssetTypeByTokenId(uint256,string)
0x258	getOffChainAssetsValue()
0x260	renounceOwnership()
0x268	setCollateralValueJobId(bytes32)
0x27b	owner()
0x283	getAllAssetTypes()
0x298	withdraw(address,address,uint256)
0x2ab	renounceGuardian()
0x2b3	lastUpdatedBlockNumber()
0x2bb	transferOwnership(address)
0x2ce	isSupportedAssetTypeByAssetIntroducer(uint256,string)
0x2ee	lastUpdatedTimestamp()
0x2f6	0x2f6
0x361	0x361
0x389	0x389
0x459	0x459
0x5e9	0x5e9
0x7e9	0x7e9
0x847	0x847
0x8dd	0x8dd
0xacc	0xacc
0xb55	0xb55
0xc45	0xc45
0xc9e	0xc9e
0xced	0xced
0xd46	0xd46
0xdf1	0xdf1
0xe43	0xe43
0xe6f	0xe6f
0xe9d	0xe9d
0xec5	0xec5
0xee7	0xee7
0xf11	0xf11
0x107a	0x107a
0x10db	0x10db
0x112d	0x112d
0x116f	0x116f
0x1191	0x1191
0x11d7	0x11d7
0x11f4	0x11f4
0x1294	0x1294
0x13a5	0x13a5
0x13df	0x13df
0x14e9	0x14e9
0x1503	0x1503
0x153a	0x153a
0x1552	0x1552
0x1617	0x1617
0x1662	0x1662
0x16c0	0x16c0
0x16ee	0x16ee
0x1723	0x1723
0x173d	0x173d
0x1748	0x1748
0x1753	0x1753
0x175e	0x175e
0x17a7	0x17a7
0x17c5	0x17c5
0x17ff	0x17ff
0x1886	0x1886
0x18d3	0x18d3
0x1903	0x1903
0x1921	0x1921
0x193f	0x193f
0x195e	0x195e
0x19b4	0x19b4
0x19c0	0x19c0
0x19cf	0x19cf
0x1a3d	0x1a3d
0x1a46	0x1a46
0x1a4f	0x1a4f
0x1a60	0x1a60
0x1a69	0x1a69
0x1ad0	0x1ad0
0x1ae1	0x1ae1
0x1ff6	0x1ff6
0x2028	0x2028
0x2036	0x2036
0x205e	0x205e
0x2079	0x2079
0x20f6	0x20f6
0x212c	0x212c
0x213d	0x213d
0x214b	0x214b
0x2159	0x2159
0x216a	0x216a
0x217a	0x217a
0x218a	0x218a
0x219a	0x219a
0x21aa	0x21aa
0x21ba	0x21ba
0x21ca	0x21ca
0x21da	0x21da
0x21ea	0x21ea
0x21fa	0x21fa
0x220a	0x220a
0x221a	0x221a
0x222a	0x222a
0x223a	0x223a
0x224a	0x224a
0x225a	0x225a
0x228a	0x228a
0x2290	0x2290
0x2294	0x2294
0x229d	0x229d
0x22a8	0x22a8
0x22ad	0x22ad
0x22c9	0x22c9
0x22e0	0x22e0
0x230c	0x230c
0x231d	0x231d
0x232d	0x232d
0x2341	0x2341
0x234a	0x234a
0x23a6	()
0x23a6	fallback()
