0x0	0xc
0x1a	0x2b
0xba7	0xbaa
0xbb6	0xbbc
0xbd6	0xbdc
0xbea	0xc44
0x10	0x1a
0x50d	0x52a
0xa9d	0xaf3
0x57a	0x57f
0xb4b	0xb52
0xb61	0xb68
0xb7a	0xb81
0xb77	0xb7a
0xb87	0xb8e
0xb95	0xb9a
0xb9e	0xba7
0xbaa	0xbb6
0xbbc	0xbc9
0xbd0	0xbd6
0xbdc	0xbea
0xc44	0xcab
0xd1a	0xd8b
0xcb9	0xd1a
0xd91	0xd97
0x115c	0x1189
0x11b2	0x11c0
0x11e9	0x11f1
0x121a	0x124b
0x1274	0x127f
0x1417	0x141e
0x142e	0x1435
0x2b	0x36
0x36	0x41
0x41	0x4c
0x4c	0x57
0x57	0x1654
0x52a	0x57a
0xaf3	0xb4b
0xb52	0xb61
0xb81	0xb87
0xb8e	0xb95
0xbc9	0xbd0
0xd8b	0xd91
0xd97	0xdf8
0x66fB0xd2	0x68dB0xd2
0x6d1B0xd2	0x6d6B0xd2
0x68dB0xd2	0x6d1B0xd2
0x102B0x7c	0x14bB0x7c
0x18fB0x7c	0x195B0x7c
0x1d9B0x7c	0x1deB0x7c
0x1e2B0x7c	0x22bB0x7c
0x325B0x7c	0x36eB0x7c
0x279B0x7c	0x28fB0x7c
0x293B0x7c	0x29eB0x7c
0x313B0x7c	0x31eB0x7c
0x3bcB0x7c	0x3d2B0x7c
0x3d6B0x7c	0x3e1B0x7c
0x455B0x7c	0x460B0x7c
0x4b6B0x7c	0x4ccB0x7c
0x4d0B0x7c	0x4dbB0x7c
0x14bB0x7c	0x18fB0x7c
0x195B0x7c	0x1d9B0x7c
0x103aB0x2a7B0x7c	0x1048B0x2a7B0x7c
0x103aB0x3eaB0x7c	0x1048B0x3eaB0x7c
0x1011B0x4e4B0x7c	0x101fB0x4e4B0x7c
0xfd5B0x67	0xfe4B0x67
0x1400B0xeccB0xfe8B0x67	0x1407B0xeccB0xfe8B0x67
0xf35B0x83	0xf43B0x83
0x1400B0xeccB0xf47B0x83	0x1407B0xeccB0xf47B0x83
0xf35B0x9f	0xf43B0x9f
0x1400B0xeccB0xf47B0x9f	0x1407B0xeccB0xf47B0x9f
0x848B0xdc	0x84eB0xdc
0x83cB0xdc	0x848B0xdc
0x84eB0xdc	0x857B0xdc
0xa44B0xdc	0xa5aB0xdc
0xa5eB0xdc	0xa69B0xdc
0x12a8B0xdc	0x12b3B0xdc
0x135bB0xdc	0x1386B0xdc
0x1011B0xa72B0xdc	0x101fB0xa72B0xdc
0xf5eB0xe6	0xf72B0xe6
0x1400B0xeccB0xf76B0xe6	0x1407B0xeccB0xf76B0xe6
0x322B0x7c	0x325B0x7c
0x464B0x7c	0x467B0x7c
0x884B0xdc	0x886B0xdc
