0x40	[0x40, nil]
0x0	[0x0, nil]
0x3f	[0x3f, nil]
0x60	[0x60, nil]
0x1f	[0x1f, nil]
0x4	[0x4, nil]
0x2	[0x2, nil]
0x3	[0x3, nil]
0x5	[0x5, nil]
0x9	[0x9, nil]
0xe	[0xe, nil]
0x10	[0x10, nil]
0x11	[0x11, nil]
0x14	[0x14, nil]
0x16	[0x16, nil]
0x17	[0x17, nil]
0x1d	[0x1d, nil]
0x1e	[0x1e, nil]
0x23	[0x23, nil]
0x26	[0x26, nil]
0x28	[0x28, nil]
0x29	[0x29, nil]
0x2b	[0x2b, nil]
0x2c	[0x2c, nil]
0x30	[0x30, nil]
0x33	[0x33, nil]
0x35	[0x35, nil]
0x36	[0x36, nil]
0x38	[0x38, nil]
0x39	[0x39, nil]
0x3a	[0x3a, nil]
0x3b	[0x3b, nil]
0x3c	[0x3c, nil]
0x45	[0x45, nil]
0x48	[0x48, nil]
0x49	[0x49, nil]
0x4c	[0x4c, nil]
0x4d	[0x4d, nil]
0x50	[0x50, nil]
0x51	[0x51, nil]
0x54	[0x54, nil]
0x55	[0x55, nil]
0x58	[0x58, nil]
0x59	[0x59, nil]
0x5c	[0x5c, nil]
0x5d	[0x5d, nil]
0x61	[0x61, nil]
0x64	[0x64, nil]
0x65	[0x65, nil]
0x68	[0x68, nil]
0x69	[0x69, nil]
0x6c	[0x6c, nil]
0x6d	[0x6d, nil]
0x70	[0x70, nil]
0x71	[0x71, nil]
0x74	[0x74, nil]
0x75	[0x75, nil]
0x78	[0x78, nil]
0x79	[0x79, nil]
0x7c	[0x7c, nil]
0x7d	[0x7d, nil]
0x80	[0x80, nil]
0x81	[0x81, nil]
0x84	[0x84, nil]
0x85	[0x85, nil]
0x88	[0x88, nil]
0x89	[0x89, nil]
0x8c	[0x8c, nil]
0x8d	[0x8d, nil]
0x90	[0x90, nil]
0x91	[0x91, nil]
0x94	[0x94, nil]
0x95	[0x95, nil]
0x98	[0x98, nil]
0x99	[0x99, nil]
0x9c	[0x9c, nil]
0x9d	[0x9d, nil]
0xa0	[0xa0, nil]
0xa1	[0xa1, nil]
0xa4	[0xa4, nil]
0xa5	[0xa5, nil]
0xa8	[0xa8, nil]
0xa9	[0xa9, nil]
0xac	[0xac, nil]
0xad	[0xad, nil]
0xb0	[0xb0, nil]
0xb1	[0xb1, nil]
0xb4	[0xb4, nil]
0xb5	[0xb5, nil]
0xb8	[0xb8, nil]
0xb9	[0xb9, nil]
0xbc	[0xbc, nil]
0xbd	[0xbd, nil]
0xc0	[0xc0, nil]
0xc1	[0xc1, nil]
0xc4	[0xc4, nil]
0xc5	[0xc5, nil]
0xc8	[0xc8, nil]
0xc9	[0xc9, nil]
0xcc	[0xcc, nil]
0xcd	[0xcd, nil]
0xcf	[0xcf, nil]
0xd0	[0xd0, nil]
0xd1	[0xd1, nil]
0x84c	[0x84c, nil]
0x84d	[0x84d, nil]
0x84e	[0x84e, nil]
0x852	[0x852, nil]
0x857	[0x857, nil]
0x85d	[0x85d, nil]
0x85e	[0x85e, nil]
0x85f	[0x85f, nil]
0x863	[0x863, nil]
0x865	[0x865, nil]
0x866	[0x866, nil]
0x868	[0x868, nil]
0x869	[0x869, nil]
0x86a	[0x86a, nil]
0x86e	[0x86e, nil]
0x873	[0x873, nil]
0x875	[0x875, nil]
0x876	[0x876, nil]
0x878	[0x878, nil]
0x879	[0x879, nil]
0x87a	[0x87a, nil]
0x87e	[0x87e, nil]
0x883	[0x883, nil]
