0x0	0xd
0x20	0x34
0x116	0x1740x0
0x7a	0x91
0x39e	0x3aa
0xb1	0xba
0xd0	0xd2
0x110	0x116
0x220B0x190B0xba	0x22aB0x190B0xba
0x29eB0x190B0xba	0x2b9B0x190B0xba
0x2dbB0x190B0xba	0x2e0B0x190B0xba
0x3e9B0x34bB0x190B0xba	0x3efB0x34bB0x190B0xba
0x3c2B0x34bB0x190B0xba	0x3c5B0x34bB0x190B0xba
0x3dfB0x34bB0x190B0xba	0x3e9B0x34bB0x190B0xba
0x3c5B0x34bB0x190B0xba	0x3cfB0x34bB0x190B0xba
0x300B0x2e0B0x190B0xba	0x30aB0x2e0B0x190B0xba
0x311B0x2e0B0x190B0xba	0x31aB0x2e0B0x190B0xba
0x3e9B0x369B0x2e0B0x190B0xba	0x3efB0x369B0x2e0B0x190B0xba
0x3c2B0x369B0x2e0B0x190B0xba	0x3c5B0x369B0x2e0B0x190B0xba
0x3dfB0x369B0x2e0B0x190B0xba	0x3e9B0x369B0x2e0B0x190B0xba
0x3c5B0x369B0x2e0B0x190B0xba	0x3cfB0x369B0x2e0B0x190B0xba
