0x0	__function_selector__
0x242	name()
0x260	approve(address,uint256)
0x280	totalSupply()
0x295	transferFrom(address,address,uint256)
0x2a8	getTokenWeight(address)
0x2bb	getBPool()
0x2d0	getController()
0x2d8	decimals()
0x2ed	setSwapFee(uint256)
0x302	calcTokensForAmount(uint256)
0x323	increaseAllowance(address,uint256)
0x336	rebind(address,uint256,uint256)
0x349	getTokenBinder()
0x351	setCap(uint256)
0x364	setPublicSwap(bool)
0x377	getPublicSwapSetter()
0x37f	setPublicSwapSetter(address)
0x392	getCap()
0x39a	exitPool(address,uint256)
0x3ad	setExitFeeRatio(uint256,uint256)
0x3c0	balanceOf(address)
0x3d3	rpSlot()
0x3db	setController(address)
0x3ee	symbol()
0x3f6	decreaseAllowance(address,uint256)
0x409	transfer(address,uint256)
0x41c	getTokens()
0x431	setTokenBinder(address)
0x444	setJoinFeeRatio(uint256,uint256)
0x457	unbind(address)
0x46a	init(address,string,string,uint256)
0x47d	getSwapFee()
0x485	joinPool(address,uint256)
0x498	allowance(address,address)
0x4ab	bind(address,uint256,uint256)
0x4be	getExitFeeRatio()
0x4d4	getJoinFeeRatio()
0x4dc	approveTokens()
0x4e4	isPublicSwap()
0x4ec	0x4ec
0x583	0x583
0x5a1	0x5a1
0x5a7	0x5a7
0x732	0x732
0x7df	0x7df
0x8f2	0x8f2
0xab6	0xab6
0xb0a	0xb0a
0xf42	0xf42
0xfd8	0xfd8
0x108d	0x108d
0x113d	0x113d
0x11d9	0x11d9
0x12b7	0x12b7
0x12e9	0x12e9
0x139d	0x139d
0x13fe	0x13fe
0x146c	0x146c
0x1480	0x1480
0x148f	0x148f
0x1539	0x1539
0x1617	0x1617
0x1956	0x1956
0x19d3	0x19d3
0x1abf	0x1abf
0x1cb2	0x1cb2
0x1e04	0x1e04
0x1e81	0x1e81
0x1e85	0x1e85
0x1f39	0x1f39
0x205a	0x205a
0x2086	0x2086
0x20a4	0x20a4
0x2143	0x2143
0x21b5	0x21b5
0x21e1	0x21e1
0x2223	0x2223
0x25ee	0x25ee
0x26d3	0x26d3
0x279f	0x279f
0x2b35	0x2b35
0x2b77	0x2b77
0x2d0a	0x2d0a
0x2d88	0x2d88
0x2da2	0x2da2
0x2dad	0x2dad
0x2df4	0x2df4
0x2e10	0x2e10
0x2f10	0x2f10
0x2f3b	0x2f3b
0x2f6f	0x2f6f
0x301a	0x301a
0x3036	0x3036
0x3052	0x3052
0x306a	0x306a
0x3082	0x3082
0x30a3	0x30a3
0x30e6	0x30e6
0x311a	0x311a
0x312e	0x312e
0x3152	0x3152
0x316b	0x316b
0x318c	0x318c
0x319f	0x319f
0x31f5	0x31f5
0x3200	0x3200
0x3209	0x3209
0x3466	0x3466
0x3500	0x3500
0x3546	0x3546
0x364c	0x364c
0x3760	0x3760
0x3822	0x3822
0x3a93	0x3a93
0x3b64	0x3b64
0x3b72	0x3b72
0x3bc2	0x3bc2
0x3bd7	0x3bd7
0x3cc8	()
0x3cc8	fallback()
0x47c8	0x47c8
0x4a8c	0x4a8c
0x4c14	0x4c14
