0x0	__function_selector__
0x263	name()
0x2e0	approve(address,uint256)
0x320	registerLockableAccount(address,uint256)
0x34e	totalSupply()
0x368	registerUnlockableAccount(address)
0x38e	transferFrom(address,address,uint256)
0x3c4	getRoleAdmin(bytes32)
0x3e1	grantRole(bytes32,address)
0x40d	decimals()
0x42b	cap()
0x433	renounceRole(bytes32,address)
0x45f	beneficiary()
0x483	increaseAllowance(address,uint256)
0x4af	unpause()
0x4b7	mint(address,uint256)
0x4e3	burn(uint256)
0x500	__ERC20UpgradeBase_init()
0x508	paused()
0x510	balanceOf(address)
0x536	renounceOwnership()
0x53e	burnFrom(address,uint256)
0x56a	initialize()
0x572	pause()
0x57a	release()
0x582	owner()
0x58a	getRoleMember(bytes32,uint256)
0x5ad	hasRole(bytes32,address)
0x5d9	getLockDateForAccount(address)
0x5ff	symbol()
0x607	DEFAULT_ADMIN_ROLE()
0x60f	decreaseAllowance(address,uint256)
0x63b	transfer(address,uint256)
0x667	initialize(string,string,uint256)
0x796	releaseTime()
0x79e	getRoleMemberCount(bytes32)
0x7bb	MINTER_ROLE()
0x7c3	revokeRole(bytes32,address)
0x7ef	allowance(address,address)
0x81d	disableUnlockableAccount(address)
0x843	PAUSER_ROLE()
0x84b	transferOwnership(address)
0x871	token()
0x879	0x879
0xa47	0xa47
0xc41	0xc41
0xc4f	0xc4f
0xd1e	0xd1e
0xd7d	0xd7d
0xe02	0xe02
0xeb3	0xeb3
0xfd6	0xfd6
0x10ea	0x10ea
0x1147	0x1147
0x128d	0x128d
0x131d	0x131d
0x13ff	0x13ff
0x1700	0x1700
0x1704	0x1704
0x17f0	0x17f0
0x194d	0x194d
0x19e4	0x19e4
0x1a4d	0x1a4d
0x1ab6	0x1ab6
0x1ca0	0x1ca0
0x1d9c	0x1d9c
0x1da2	0x1da2
0x1e9c	0x1e9c
0x1fd3	0x1fd3
0x2025	0x2025
0x2031	0x2031
0x2046	0x2046
0x2051	0x2051
0x205c	0x205c
0x2067	0x2067
0x207c	0x207c
0x2091	0x2091
0x20d3	0x20d3
0x22f5	0x22f5
0x230d	0x230d
0x23f8	0x23f8
0x2595	0x2595
0x25df	0x25df
0x26a5	0x26a5
0x26e1	0x26e1
0x27b9	0x27b9
0x28ae	0x28ae
0x2959	0x2959
0x2a3e	0x2a3e
0x2ac6	0x2ac6
0x2b15	0x2b15
0x2b93	0x2b93
0x313e	()
0x313e	fallback()
0x4168	0x4168
