0x60	0x5d	0
0x1f	0x14	0
0x1f	0x19	2
0x1f	0x1b	1
0x4	0x0	1
0x4	0x2	0
0xf	0xc	0
0xf	0xc	1
0x7	0x5	0
0x14	0x12	0
0x19	0x15	1
0x19	0x18	0
0x22	0x14	1
0x22	0x19	0
0x29	0x19	0
0x29	0x26	1
0x2a	0x29	0
0x35	0x14	0
0x41	0x3f	0
0x41	0x3d	1
0x42	0x3b	1
0x42	0x41	0
0x46	0x42	1
0x46	0x43	0
0x53	0x4f	1
0x53	0x51	0
0x54	0x4d	1
0x54	0x53	0
0x58	0x54	1
0x58	0x55	0
0x65	0x62	0
0x8a	0x62	0
0x8e	0x65	0
0x8e	0x8a	1
0x91	0x8e	1
0x91	0x8f	0
0x93	0x8a	0
0x93	0x91	1
0x9b	0x99	0
0xa7	0xa5	0
0xab	0x9b	0
0xab	0xa7	1
0xae	0xab	1
0xae	0xac	0
0xb0	0xa7	0
0xb0	0xae	1
0x47	0x46	0
0x59	0x58	0
0x95	0x37	0
0xb7	0x49	0
0xb	0x7	1
0xb	0x8	0
0x2e	0x2a	1
0x2e	0x2b	0
0xc5	0xb9	1
0xc5	0xc3	0
0x32	0x2f	0
0x32	0x2f	1
0xa4	0x9b	0
0xa4	0x9e	1
0xa4	0xa1	2
0xc2	0xb9	2
0xc2	0xbd	1
0xc2	0xc0	0
0x25	0x22	1
0x25	0x23	0
0x88	0x65	0
0x88	0x66	1
0x94	0x3a	1
0x94	0x93	0
0xb4	0x35	1
0xb4	0xb0	0
