0x0	__function_selector__
0xc1	()
0xc1	fallback()
0xc6	getBySemanticVersion(uint16[3])
0x1b9	EVMSCRIPT_REGISTRY_APP_ID()
0x1de	newVersion(uint16[3],address,bytes)
0x267	getByVersionId(uint256)
0x27d	appId()
0x290	getInitializationBlock()
0x2a3	getLatestForContractAddress(address)
0x2c2	EVMSCRIPT_REGISTRY_APP()
0x2d5	canPerform(address,bytes32,uint256[])
0x34c	isValidBump(uint16[3],uint16[3])
0x3ad	CREATE_VERSION_ROLE()
0x3c0	getLatest()
0x3d3	getVersionsCount()
0x3e6	kernel()
0x415	getExecutor(bytes)
0x466	0x466
0x79d	0x79d
0x905	0x905
0x90c	0x90c
0x9bc	0x9bc
0xafa	0xafa
0xbee	0xbee
0xc1b	0xc1b
0xc4a	0xc4a
0xd26	0xd26
0xd85	0xd85
0xe51	0xe51
0xe79	0xe79
0xe8b	0xe8b
0xebc	0xebc
0xf4e	0xf4e
0xfc8	0xfc8
0x1018	0x1018
0x1037	0x1037
0x1058	0x1058
