0x1b0d	0x1c11	0x1b16
0x1d1b	0x2780	0x1d25
0x105e	0x266f	0x1069
0x1af0	0x282f	0x1afb
0x1cfd	0x282f	0x1d08
0x1dcd	0x266f	0x1de0
0x2780	0x266f	0x278b
0xd59	0x2933	0xd89
0xd89	0x2933	0xdbc
0x10c6	0x2933	0x10da
0x3dad	0x2a65	0x10c6
0x3dd2	0x29f2	0x3dad
0x147e	0x2933	0x148b
0x15ce	0x266f	0x15d8
0x16a8	0x1cfd	0x16b2
0x170d	0x2780	0x1717
0x1788	0x29f2	0x3e1b
0x3e1b	0x2a65	0x17a0
0x17b0	0x2933	0x17c0
0x17c0	0x1c11	0x17cd
0x185e	0x2933	0x1888
0x1888	0x2933	0x18ba
0x18ba	0x2933	0x18d7
0x1a2f	0x2b72	0x1a37
0x1d25	0x29f2	0x3eab
0x3eab	0x2a65	0x1d3a0x1cfd
0x1fb8	0x1c11	0x1fc2
0x2046	0x266f	0x2050
0x2121	0x1af0	0x212b
0x2186	0x105e	0x2190
0x2201	0x29f2	0x3ed0
0x3ed0	0x2a65	0x2219
0x22c0	0x2bef	0x231c
0x236b	0x2933	0x237b
0x237b	0x2933	0x2397
0x2397	0x2b72	0x23ae
0x27b4	0x29f2	0x3f3b
0x3f3b	0x2a65	0x27cc
0x27f7	0x2933	0x280b
0x3f60	0x2a65	0x27f7
0x3f85	0x29f2	0x3f60
0x57e	0x105e	0x34e0x57e
0x747	0x1af0	0x34e0x747
0x757	0x1c11	0x3a64
0x784	0x1cfd	0x34e0x784
0x88a	0x266f	0x3cd4
0x89a	0x2780	0x34e0x89a
0x8a2	0x282f	0x3d36
0x1fcf	0x2933	0x1fd9
0x29b0B0x1bdb	0x2bef	0x29a70x29b0B0x1bdb
0x29b0B0x1091	0x2bef	0x29a70x29b0B0x1091
0x29b0B0x17a0	0x2bef	0x29a70x29b0B0x17a0
0x29b0B0x231c	0x2bef	0x29a70x29b0B0x231c
0x29b0B0x234e	0x2bef	0x29a70x29b0B0x234e
0x29b0B0x27cc	0x2bef	0x29a70x29b0B0x27cc
