0x98	0x1681a62
0xc0	0x3cdc5389
0xe4	0x3d73caef
0x116	0x715018a6
0x11e	0x8449b279
0x126	0x8da5cb5b
0x12e	0xc4d66de8
0x154	0xf0c9cdba
0x15c	0xf2fde38b
0xc3c	0x00000000
