0x0	__function_selector__
0x13c	getAssetData(address)
0x167	getUserUnclaimedRewards(address)
0x187	STAKE_TOKEN()
0x19c	claimRewards(address[],uint256,address)
0x1af	handleAction(address,uint256,uint256)
0x1c4	getUserAssetData(address,address)
0x1d7	setDistributionEnd(uint256)
0x1ea	claimRewardsToSelf(address[],uint256)
0x1fd	claimRewardsOnBehalf(address[],uint256,address,address)
0x210	getClaimer(address)
0x223	configureAssets(address[],uint256[])
0x236	getRewardsBalance(address[],address)
0x249	DISTRIBUTION_END()
0x249	getDistributionEnd()
0x251	REWARD_TOKEN()
0x259	PRECISION()
0x26e	initialize(address)
0x281	EMISSION_MANAGER()
0x289	REVISION()
0x291	assets(address)
0x2b3	setClaimer(address,address)
0x306	0x306
0x349	0x349
0x393	0x393
0x428	0x428
0x4e1	0x4e1
0x4fb	0x4fb
0x5be	0x5be
0x823	0x823
0xb5a	0xb5a
0xe82	0xe82
0xf41	0xf41
0xf51	0xf51
0x108d	0x108d
0x1190	0x1190
0x11fc	0x11fc
0x135b	0x135b
0x13fb	0x13fb
0x140b	0x140b
0x1462	0x1462
0x148c	0x148c
0x14a3	0x14a3
0x14ec	0x14ec
0x1506	0x1506
0x156a	0x156a
0x15bc	0x15bc
0x166f	0x166f
0x16ca	0x16ca
0x1766	0x1766
0x1789	0x1789
0x17e4	0x17e4
0x1810	0x1810
0x1867	0x1867
0x1902	0x1902
0x19b2	()
0x19b2	fallback()
